Log Mode	Log Freq	Timestamp	AccX	AccY	AccZ	GyroX	GyroY	GyroZ	MagnX	MagnY	MagnZ	qw	qi	qj	qk
5	100	1555415325	-792.268	-131.211	606.218	-0.9756098	-3.414634	2.317073	126	61	-128	0.09696072	-0.4339732	0.003051851	0.8956878
5	100	1555415325	-786.961	-144.204	602.131	-1.829268	-3.292683	2.073171	125	62	-127	0.09682015	-0.4340037	0.003173925	0.8956878
5	100	1555415325	-783.057	-143.96	627.629	-0.8536586	-0.8536586	2.195122	125	60	-128	0.09697762	-0.4341563	0.003326518	0.8955962
5	100	1555415325	-780.434	-136.64	615.429	-0.7317073	0.2439024	2.073171	126	61	-128	0.09699852	-0.4343394	0.00347911	0.8955046
5	100	1555415325	-785.131	-136.457	638.853	-0.1219512	0.6097561	1.585366	126	60	-128	0.0970191	-0.4345225	0.003601184	0.895413
5	100	1555415325	-771.101	-132.248	616.893	-0.7317073	0.3658537	1.463415	127	58	-126	0.097032	-0.4346446	0.00369274	0.895352
5	100	1555415325	-784.887	-130.418	621.59	-3.170732	-0.6097561	1.219512	128	61	-127	0.09704244	-0.4347056	0.003631703	0.8953215
5	100	1555415325	-792.146	-123.769	645.746	-4.390244	-1.341463	1.097561	125	59	-127	0.0970492	-0.4347056	0.003448592	0.8953215
5	100	1555415325	-815.875	-121.329	628.178	-3.170732	-1.95122	0.6097561	126	59	-129	0.09677243	-0.4347056	0.003295999	0.895352
5	100	1555415325	-828.746	-113.643	634.4	-2.439024	-3.04878	0.8536586	125	60	-129	0.096902	-0.4346141	0.003265481	0.8953825
5	100	1555415325	-826.672	-115.229	628.91	-1.341463	-4.146341	1.219512	125	59	-131	0.09682446	-0.4388256	0.002166814	0.8933378
5	100	1555415325	-834.541	-121.817	604.388	-1.341463	-4.268293	1.463415	124	61	-129	0.09667907	-0.445143	0.0006714072	0.8902249
5	100	1555415325	-813.008	-127.124	616.039	-0.8536586	-4.390244	2.317073	126	60	-129	0.09672253	-0.4488357	-0.001373333	0.8883633
5	100	1555415325	-785.619	-129.198	611.403	-0.4878049	-4.268293	2.439024	124	58	-129	0.09673762	-0.4500259	-0.003631703	0.887753
5	100	1555415325	-777.933	-128.588	614.514	0.6097561	-1.707317	2.682927	124	61	-130	0.0969063	-0.4499649	-0.005951109	0.887753
5	100	1555415325	-761.036	-125.05	646.539	1.463415	0.3658537	2.195122	125	58	-129	0.09688231	-0.4481948	-0.007599109	0.888638
5	100	1555415325	-756.705	-126.209	632.021	1.097561	2.195122	2.073171	124	59	-130	0.09710139	-0.4472793	-0.008697775	0.8890652
5	100	1555415325	-773.907	-122.793	638.548	0.6097561	2.926829	1.219512	125	59	-130	0.09722071	-0.4468825	-0.009033479	0.8892483
5	100	1555415325	-778.97	-117.364	624.457	-0.2439024	1.707317	1.585366	125	57	-130	0.09723175	-0.4468825	-0.008911405	0.8892483
5	100	1555415325	-795.318	-116.51	603.412	-1.341463	0.6097561	1.707317	125	57	-130	0.09711428	-0.4491714	-0.007629627	0.8881192
5	100	1555415325	-802.272	-113.643	613.172	-0.9756098	-1.585366	2.073171	123	57	-132	0.09669325	-0.4505447	-0.006500443	0.8874782
5	100	1555415325	-798.368	-108.397	605.608	-2.317073	-3.780488	2.682927	124	58	-132	0.09643709	-0.4528947	-0.005066073	0.8863186
5	100	1555415325	-809.409	-109.251	606.706	-1.95122	-4.146341	2.926829	124	57	-130	0.09597677	-0.4549089	-0.003997925	0.8853419
5	100	1555415325	-797.758	-117.608	596.58	0	-4.02439	3.414634	124	57	-131	0.0955342	-0.4571368	-0.003601184	0.8842433
5	100	1555415325	-799.405	-120.841	598.044	0.3658537	-3.658537	3.04878	123	57	-132	0.09546991	-0.459151	-0.00369274	0.8832057
5	100	1555415325	-787.266	-122.244	616.893	0.4878049	-2.682927	3.04878	122	58	-131	0.09561651	-0.4581744	-0.004333628	0.8836939
5	100	1555415325	-779.458	-116.815	628.361	1.097561	-2.804878	2.317073	123	57	-132	0.09567385	-0.4557329	-0.005096591	0.8849452
5	100	1555415325	-777.018	-118.767	628.605	2.073171	-3.902439	1.707317	123	57	-132	0.09599416	-0.4540544	-0.005706961	0.8857692
5	100	1555415325	-771.284	-116.266	602.802	3.04878	-5	1.219512	123	57	-133	0.09603823	-0.4522538	-0.005767998	0.8866848
5	100	1555415325	-775.127	-112.362	610.488	3.536585	-4.512195	0.7317073	122	55	-135	0.09650197	-0.4501785	-0.005462813	0.8876919
5	100	1555415325	-768.905	-100.833	638.121	3.780488	-5.365854	0.3658537	122	56	-132	0.09650999	-0.448439	-0.004394665	0.8885769
5	100	1555415325	-767.746	-106.018	621.895	3.414634	-4.878049	0.6097561	122	55	-133	0.09673023	-0.4475539	-0.003204443	0.8890042
5	100	1555415325	-771.65	-110.288	633.546	3.780488	-5.365854	0.9756098	123	55	-135	0.09706578	-0.4461501	-0.002380444	0.8896756
5	100	1555415325	-767.868	-112.118	637.45	4.634147	-6.463415	1.219512	120	54	-135	0.09735733	-0.4444411	-0.00204474	0.8904996
5	100	1555415325	-773.968	-107.787	645.868	4.756098	-8.902439	1.829268	122	56	-136	0.09749407	-0.4436781	-0.001678518	0.8908658
5	100	1555415325	-775.066	-110.776	626.47	6.341464	-9.390244	1.829268	119	53	-135	0.09762847	-0.4433424	-0.001556444	0.8910184
5	100	1555415325	-780.251	-112.728	622.139	7.317073	-9.878049	2.073171	120	55	-135	0.09774654	-0.4423353	-0.001007111	0.8915067
5	100	1555415325	-772.992	-117.791	641.171	7.560976	-8.780488	1.95122	119	55	-136	0.09826016	-0.4413587	-0.001098666	0.891934
5	100	1555415325	-774.151	-111.813	655.384	8.04878	-6.707317	1.707317	120	53	-136	0.09861679	-0.4402905	-0.00122074	0.8924223
5	100	1555415325	-778.36	-109.556	675.697	9.146341	-6.95122	1.707317	118	51	-135	0.09903567	-0.4383984	-0.0009460738	0.8933073
5	100	1555415325	-777.018	-121.146	656.787	11.34146	-7.439024	1.585366	118	52	-136	0.09953725	-0.4379101	-0.00143437	0.8934904
5	100	1555415325	-779.58	-109.373	654.286	12.43902	-8.780488	2.073171	117	52	-136	0.09989857	-0.4373302	-0.001037629	0.8937346
5	100	1555415325	-780.617	-106.262	657.214	13.41463	-10.2439	2.073171	117	51	-137	0.1004365	-0.4372082	-0.0002441481	0.8937346
5	100	1555415325	-767.807	-97.478	654.103	15.2439	-9.878049	2.439024	116	50	-146	0.1007156	-0.4360179	0.001037629	0.8942839
5	100	1555415325	-765.062	-93.513	663.009	15.73171	-9.02439	2.804878	117	49	-137	0.101361	-0.4339122	0.003082369	0.8952299
5	100	1555415325	-755.607	-84.912	652.822	12.92683	-7.560976	3.170732	115	49	-138	0.1017736	-0.431959	0.005615406	0.896115
5	100	1555415325	-759.999	-83.265	683.566	11.09756	-6.463415	2.682927	116	48	-138	0.1021238	-0.430311	0.008239998	0.8968474
5	100	1555415325	-761.463	-84.668	685.396	9.756098	-6.463415	2.439024	115	48	-136	0.1025167	-0.4290902	0.01028474	0.8973662
5	100	1555415325	-772.687	-70.272	663.009	7.317073	-5.609756	2.195122	115	47	-137	0.1026628	-0.4279	0.01281777	0.8978851
5	100	1555415325	-774.761	-67.527	660.874	6.585366	-4.512195	2.560976	114	47	-138	0.1026059	-0.4269845	0.01568651	0.8982818
5	100	1555415325	-760.426	-72.773	648.613	6.95122	-3.780488	2.682927	115	47	-138	0.1028658	-0.4268014	0.0171514	0.8983123
5	100	1555415325	-775.92	-73.444	656.482	6.585366	-4.390244	2.804878	114	45	-137	0.1029368	-0.4277779	0.01794488	0.897824
5	100	1555415325	-780.739	-77.165	659.715	5.609756	-4.878049	2.804878	114	45	-138	0.102977	-0.429426	0.01803644	0.8970305
5	100	1555415325	-776.53	-80.215	656.604	6.463415	-3.902439	2.682927	113	44	-138	0.1029226	-0.4307688	0.01818903	0.8963897
5	100	1555415325	-775.92	-75.884	664.961	6.463415	-5	3.292683	112	44	-138	0.1030777	-0.4317148	0.01892148	0.8959014
5	100	1555415325	-793.61	-74.603	657.336	6.829268	-7.317073	3.414634	113	43	-138	0.102977	-0.4326914	0.02023377	0.895413
5	100	1555415325	-798.185	-68.991	657.946	6.829268	-8.04878	3.658537	113	44	-141	0.1030143	-0.4334544	0.02124088	0.8950163
5	100	1555415325	-761.463	-71.37	628.178	6.585366	-7.195122	3.170732	112	45	-141	0.1031066	-0.4334849	0.02145451	0.8949858
5	100	1555415325	-778.36	-68.808	636.718	4.390244	-5.853659	3.414634	111	43	-141	0.1030756	-0.4351634	0.02197333	0.8941618
5	100	1555415325	-762.134	-60.207	669.109	6.463415	-5.243903	3.536585	112	42	-138	0.1031938	-0.434431	0.02224799	0.8944975
5	100	1555415325	-761.219	-69.967	675.087	8.902439	-4.268293	3.902439	111	41	-140	0.1035018	-0.4334239	0.0232551	0.8949248
5	100	1555415325	-759.633	-81.74	675.209	9.02439	-4.146341	4.02439	111	42	-142	0.1035772	-0.432783	0.02426222	0.8951994
5	100	1555415325	-757.864	-89.365	686.067	8.780488	-5.365854	3.414634	109	40	-141	0.1037819	-0.4321726	0.02523881	0.8954436
5	100	1555415325	-765.55	-84.058	664.839	7.195122	-5.365854	2.804878	109	39	-139	0.1039856	-0.4315012	0.02612384	0.8957183
5	100	1555415325	-755.79	-82.472	647.21	6.707317	-4.02439	2.804878	109	40	-138	0.1042209	-0.4309519	0.02691733	0.8959319
5	100	1555415325	-759.816	-74.847	644.343	5.97561	-2.439024	2.317073	111	39	-140	0.1042209	-0.4305246	0.02764977	0.896115
5	100	1555415325	-744.81	-81.313	665.571	4.02439	-3.780488	1.95122	108	37	-140	0.1043803	-0.4300668	0.02822962	0.8962981
5	100	1555415325	-755.79	-53.985	662.704	1.829268	-2.682927	1.707317	109	37	-140	0.104527	-0.4292428	0.02859584	0.8966643
5	100	1555415325	-748.653	-52.338	655.262	-1.219512	-2.682927	1.585366	108	39	-140	0.104564	-0.4289376	0.02920621	0.8967864
5	100	1555415325	-749.873	-57.767	659.654	-2.804878	-2.560976	1.463415	106	38	-140	0.1044468	-0.4273507	0.02945036	0.8975494
5	100	1555415325	-753.167	-59.902	657.946	-2.926829	-0.7317073	1.097561	110	36	-142	0.1044289	-0.4273202	0.0290231	0.8975799
5	100	1555415326	-756.156	-55.571	658.678	-2.560976	0.1219512	0.7317073	108	36	-142	0.1043338	-0.4270455	0.0286874	0.8977325
5	100	1555415326	-764.574	-61.305	642.33	-2.439024	0.6097561	0.8536586	108	36	-142	0.10438	-0.4272591	0.0281991	0.8976409
5	100	1555415326	-761.707	-61.366	658.007	-2.439024	0.7317073	1.097561	107	36	-141	0.1043857	-0.4272897	0.02771081	0.8976409
5	100	1555415326	-764.025	-66.612	650.626	-3.536585	-0.1219512	1.463415	107	35	-142	0.1041849	-0.4279	0.02694784	0.8973967
5	100	1555415326	-772.321	-70.882	668.255	-4.268293	-0.6097561	1.585366	107	37	-143	0.1041631	-0.4292123	0.02542192	0.8968169
5	100	1555415326	-770.369	-69.601	666.547	-4.512195	-0.2439024	1.585366	107	38	-143	0.1038648	-0.4302805	0.02471999	0.8963591
5	100	1555415326	-767.746	-67.954	637.816	-4.146341	0.8536586	1.585366	108	36	-143	0.1036943	-0.4311045	0.02435377	0.8959929
5	100	1555415326	-760.548	-60.756	669.475	-2.804878	0.1219512	1.829268	106	38	-142	0.103551	-0.4301279	0.02426222	0.8964812
5	100	1555415326	-757.315	-61.488	667.523	-2.195122	0.3658537	1.829268	107	37	-143	0.1036644	-0.4292123	0.02420118	0.8969085
5	100	1555415326	-749.69	-64.233	667.035	-1.95122	-0.7317073	1.341463	108	36	-143	0.1037106	-0.4278695	0.02401807	0.8975494
5	100	1555415326	-749.69	-62.037	636.413	-2.439024	-0.7317073	1.707317	107	36	-144	0.1035294	-0.4268929	0.02392651	0.8980377
5	100	1555415326	-759.145	-71.431	691.801	-2.439024	0.2439024	0.9756098	108	37	-143	0.1037089	-0.4260079	0.02285836	0.8984649
5	100	1555415326	-758.474	-78.873	690.52	-2.682927	1.463415	0.6097561	106	37	-144	0.1037336	-0.4254891	0.02157659	0.8987396
5	100	1555415326	-776.713	-78.263	672.22	-2.926829	2.317073	-0.1219512	106	36	-145	0.1038651	-0.4254891	0.0209357	0.8987396
5	100	1555415326	-775.249	-63.562	670.146	-2.317073	4.02439	-0.3658537	108	37	-143	0.1038714	-0.4261299	0.02096622	0.8984344
5	100	1555415326	-767.075	-72.651	661.179	-2.073171	5.487805	-1.219512	107	37	-144	0.1038686	-0.4263131	0.02117985	0.8983428
5	100	1555415326	-766.831	-61.793	660.935	-2.195122	4.878049	-1.219512	108	35	-142	0.1040612	-0.4251228	0.02212592	0.8988616
5	100	1555415326	-753.045	-54.717	713.029	-3.170732	3.902439	-1.219512	107	37	-141	0.1040933	-0.4232612	0.0229194	0.8997162
5	100	1555415326	-754.936	-58.56	687.897	-4.146341	2.439024	-1.341463	107	37	-142	0.1043372	-0.4223762	0.0237434	0.9000824
5	100	1555415326	-759.633	-55.083	701.927	-4.634147	0.4878049	-1.219512	108	38	-143	0.1043957	-0.4208808	0.0245674	0.9007538
5	100	1555415326	-749.629	-59.048	691.557	-4.390244	-0.3658537	-1.097561	108	38	-141	0.1044622	-0.4189886	0.02526933	0.9016083
5	100	1555415326	-754.448	-59.353	689.788	-4.878049	0.2439024	-1.097561	108	36	-143	0.1043075	-0.4184698	0.02578814	0.9018525
5	100	1555415326	-744.261	-50.081	658.8	-5.121951	1.829268	-1.341463	106	36	-144	0.1043906	-0.4188055	0.02639851	0.9016694
5	100	1555415326	-758.474	-49.471	657.092	-5.243903	3.292683	-1.341463	107	36	-143	0.1044982	-0.419599	0.02691733	0.9012726
5	100	1555415326	-743.346	-51.118	672.586	-5.853659	4.756098	-1.585366	108	37	-143	0.1044614	-0.4199042	0.02740562	0.90112
5	100	1555415326	-748.592	-54.229	663.314	-5.97561	5.853659	-1.463415	108	37	-142	0.1043232	-0.4207587	0.0278634	0.9007233
5	100	1555415326	-764.269	-54.656	679.113	-6.219512	6.829268	-1.463415	109	39	-141	0.1044443	-0.4214606	0.02764977	0.9003876
5	100	1555415326	-767.319	-62.586	678.625	-5.97561	5.853659	-1.585366	109	39	-142	0.1043324	-0.4229865	0.02761925	0.8996857
5	100	1555415326	-773.785	-58.56	663.558	-5.487805	5	-1.341463	109	38	-141	0.1041213	-0.4241462	0.0275277	0.8991668
5	100	1555415326	-765.428	-59.231	660.264	-5.365854	5.121951	-1.341463	109	37	-141	0.1041582	-0.4250008	0.02716147	0.8987701
5	100	1555415326	-766.831	-58.804	651.785	-5.243903	4.146341	-1.341463	109	38	-142	0.1043535	-0.4265877	0.02676473	0.8980072
5	100	1555415326	-758.535	-54.29	657.031	-5.487805	3.658537	-0.6097561	110	39	-141	0.1039615	-0.4272591	0.02679525	0.8977325
5	100	1555415326	-738.771	-61.488	658.495	-5	2.926829	-0.8536586	110	40	-142	0.1042966	-0.4268624	0.0267037	0.8978851
5	100	1555415326	-758.047	-67.222	672.098	-4.878049	2.439024	-0.6097561	109	40	-141	0.1041273	-0.427015	0.02594073	0.8978546
5	100	1555415326	-745.115	-64.416	672.525	-4.756098	2.073171	-0.8536586	108	40	-142	0.1043049	-0.4256417	0.02560503	0.8984954
5	100	1555415326	-749.141	-60.878	673.318	-4.390244	1.585366	-0.7317073	110	40	-141	0.1041711	-0.425306	0.02529985	0.8986785
5	100	1555415326	-742.248	-62.708	664.839	-3.902439	-0.1219512	-0.4878049	109	40	-139	0.1043324	-0.42378	0.02529985	0.8993804
5	100	1555415326	-746.701	-55.144	672.281	-3.902439	-1.097561	-0.4878049	110	41	-143	0.1045843	-0.4223456	0.02545244	0.9000214
5	100	1555415326	-748.287	-59.17	675.453	-4.02439	-1.219512	-0.1219512	109	40	-142	0.1043906	-0.4217353	0.02557451	0.9003266
5	100	1555415326	-758.901	-62.342	683.261	-4.02439	-1.097561	-0.3658537	109	40	-141	0.1043815	-0.4214301	0.02526933	0.9004791
5	100	1555415326	-751.886	-62.22	686.128	-3.902439	-1.707317	0.1219512	109	39	-142	0.1046068	-0.4208502	0.02529985	0.9007233
5	100	1555415326	-761.524	-66.124	676.368	-4.756098	-1.219512	0.1219512	110	41	-143	0.1043917	-0.421308	0.02508621	0.9005402
5	100	1555415326	-759.999	-63.928	682.895	-4.634147	0.1219512	0.2439024	109	39	-143	0.1043412	-0.4213385	0.02478103	0.9005402
5	100	1555415326	-746.701	-62.586	671.61	-4.634147	1.341463	0.2439024	108	39	-141	0.1044069	-0.4208197	0.02444533	0.9007843
5	100	1555415326	-756.644	-61	683.261	-4.02439	1.829268	0	110	41	-144	0.1043158	-0.4199652	0.02377392	0.9012116
5	100	1555415326	-757.742	-73.749	675.88	-3.536585	1.707317	0.1219512	110	40	-143	0.10441	-0.4194159	0.02261422	0.9014863
5	100	1555415326	-756.156	-70.272	703.574	-2.682927	2.195122	-0.2439024	108	41	-142	0.1045549	-0.4186834	0.02212592	0.901822
5	100	1555415326	-755.424	-72.102	698.633	-2.804878	1.585366	0	109	42	-143	0.1045315	-0.4190497	0.02151555	0.9016694
5	100	1555415326	-762.744	-73.81	664.778	-2.560976	1.341463	-0.2439024	108	40	-141	0.1043758	-0.4201483	0.02130192	0.901181
5	100	1555415326	-765.306	-68.32	679.967	-2.439024	1.341463	0	109	40	-143	0.1044768	-0.4204535	0.02124088	0.9010285
5	100	1555415326	-760.487	-67.588	675.575	-2.560976	1.219512	0.2439024	110	42	-142	0.1043666	-0.4211249	0.02142399	0.9007233
5	100	1555415326	-753.96	-62.769	677.1	-3.170732	2.195122	-0.1219512	108	42	-143	0.1044799	-0.4212165	0.02163762	0.9006622
5	100	1555415326	-747.25	-72.773	680.699	-3.04878	3.292683	-0.1219512	110	41	-143	0.1045124	-0.4208197	0.02157659	0.9008453
5	100	1555415326	-754.143	-71.004	681.614	-2.804878	3.04878	-0.1219512	109	40	-144	0.1045313	-0.4208197	0.02148503	0.9008453
5	100	1555415326	-748.714	-72.651	680.516	-2.804878	3.658537	-0.1219512	109	41	-143	0.1045646	-0.4203009	0.02124088	0.9010895
5	100	1555415326	-760.731	-65.453	696.01	-3.04878	2.439024	0.1219512	110	40	-143	0.1046891	-0.4200873	0.02096622	0.901181
5	100	1555415326	-748.409	-73.749	649.345	-2.560976	2.317073	-0.1219512	110	42	-141	0.1046031	-0.4206366	0.02087466	0.9009369
5	100	1555415326	-746.457	-71.797	656.36	-2.073171	3.170732	-0.2439024	108	41	-143	0.1048279	-0.4205451	0.02026429	0.9009674
5	100	1555415326	-734.806	-69.235	677.893	-2.195122	4.634147	-0.2439024	108	41	-142	0.1049563	-0.4203314	0.01995911	0.901059
5	100	1555415326	-751.764	-73.932	645.99	-3.902439	4.390244	0	109	40	-140	0.1046794	-0.4236274	0.01916562	0.8995636
5	100	1555415326	-753.899	-74.359	667.401	-1.463415	4.878049	-0.2439024	110	41	-142	0.1045934	-0.4250618	0.01937925	0.8988922
5	100	1555415326	-757.071	-71.065	681.614	-0.7317073	2.926829	0.3658537	109	41	-141	0.104862	-0.4238105	0.01983703	0.8994415
5	100	1555415326	-765.428	-70.333	698.999	-0.6097561	1.707317	0.3658537	112	41	-142	0.1049617	-0.4229255	0.02020325	0.8998383
5	100	1555415326	-754.631	-76.128	641.11	0	1.707317	0.2439024	110	41	-141	0.1049575	-0.4232612	0.01998962	0.8996857
5	100	1555415326	-758.352	-76.494	613.599	-1.585366	2.926829	0.2439024	109	40	-141	0.1049399	-0.4270455	0.01916562	0.8979156
5	100	1555415326	-754.448	-77.775	643.855	-1.585366	3.414634	0.3658537	108	40	-142	0.1047562	-0.4301889	0.01843318	0.8964507
5	100	1555415326	-761.036	-78.324	656.604	-1.95122	3.658537	0.2439024	110	40	-140	0.1050863	-0.431135	0.01818903	0.8959624
5	100	1555415326	-752.923	-68.93	669.78	-3.536585	4.512195	0.4878049	110	40	-141	0.1048927	-0.4307077	0.01889096	0.896176
5	100	1555415326	-763.72	-75.579	653.005	-5	4.634147	0.2439024	109	40	-142	0.1047875	-0.4308603	0.01889096	0.896115
5	100	1555415326	-765.245	-72.529	669.414	-5.365854	4.146341	0.1219512	110	40	-140	0.1046227	-0.4305246	0.01876888	0.8962981
5	100	1555415326	-759.755	-80.215	669.841	-5.121951	3.170732	0.1219512	108	41	-140	0.104594	-0.4299142	0.01834163	0.8966033
5	100	1555415326	-767.563	-71.309	663.07	-4.02439	3.04878	0.3658537	110	42	-141	0.1047673	-0.4300058	0.01818903	0.8965423
5	100	1555415326	-764.574	-75.152	668.621	-3.536585	2.926829	0.1219512	109	41	-142	0.1046489	-0.4296396	0.01849422	0.8967254
5	100	1555415326	-763.171	-79.178	661.362	-3.170732	2.439024	0.3658537	110	40	-140	0.104594	-0.4298532	0.01828059	0.8966338
5	100	1555415326	-763.72	-76.738	657.58	-3.292683	2.439024	0.8536586	111	41	-141	0.1044534	-0.4305246	0.01825007	0.8963286
5	100	1555415326	-762.988	-77.592	655.567	-3.04878	1.585366	0.4878049	110	41	-140	0.1042741	-0.4308298	0.01806696	0.8962066
5	100	1555415326	-765.489	-73.078	659.105	-2.926829	1.585366	0.8536586	111	40	-143	0.1044591	-0.4312266	0.01812799	0.8959929
5	100	1555415326	-765.489	-76.555	655.506	-2.439024	1.707317	0.8536586	109	41	-138	0.10441	-0.4308603	0.01806696	0.896176
5	100	1555415326	-769.637	-76.86	662.948	-1.829268	1.219512	0.7317073	110	40	-141	0.1043595	-0.4305551	0.01806696	0.8963286
5	100	1555415326	-762.5	-71.98	662.46	-1.585366	0.7317073	0.7317073	110	41	-141	0.1041897	-0.4298837	0.01837214	0.8966643
