Log Mode	Log Freq	Timestamp	AccX	AccY	AccZ	GyroX	GyroY	GyroZ	MagnX	MagnY	MagnZ	qw	qi	qj	qk
5	100	1555488199	436.394	-72.468	884.744	3.414634	8.170732	28.65854	-604	153	-263	0.03245969	-0.189642	0.04431288	-0.9803156
5	100	1555488199	474.458	-51.545	924.15	-0.3658537	2.926829	24.63415	-603	157	-266	0.03231153	-0.1903745	0.04531999	-0.9801325
5	100	1555488199	543.022	-41.114	913.353	-2.560976	3.414634	19.7561	-604	158	-265	0.03293366	-0.191168	0.04614399	-0.9799188
5	100	1555488199	521.55	-54.412	914.024	-6.097561	6.097561	17.19512	-604	160	-264	0.03217936	-0.1915647	0.04696799	-0.9798273
5	100	1555488199	517.524	-39.284	949.16	-6.219512	8.414635	13.04878	-604	161	-264	0.03091538	-0.1917478	0.04770043	-0.9797968
5	100	1555488199	484.828	-40.504	948.916	-5.853659	13.04878	9.02439	-603	163	-266	0.03017582	-0.1915952	0.04815821	-0.9798273
5	100	1555488199	428.464	-40.687	974.78	1.463415	12.56098	7.073171	-603	164	-266	0.02983714	-0.1913205	0.04821924	-0.9798883
5	100	1555488199	403.149	-33.062	950.624	4.512195	13.65854	6.097561	-601	165	-267	0.02871949	-0.1911374	0.04776147	-0.9799799
5	100	1555488199	389.241	-51.484	934.337	5.243903	18.17073	6.95122	-599	164	-269	0.02904042	-0.1907102	0.04739524	-0.9800714
5	100	1555488199	357.582	-49.654	933.727	6.95122	22.07317	12.19512	-600	165	-267	0.02843164	-0.1900998	0.04705954	-0.980224
5	100	1555488199	331.413	-53.619	935.191	7.804878	27.80488	18.78049	-597	164	-272	0.02827186	-0.1892453	0.04678487	-0.9804071
5	100	1555488199	327.692	-49.227	920.002	9.02439	36.46342	25.60976	-597	165	-271	0.02929179	-0.1880245	0.04660176	-0.9806207
5	100	1555488199	326.533	-56.974	954.162	15.12195	42.68293	30	-596	165	-275	0.03050488	-0.1864681	0.04629658	-0.9808954
5	100	1555488199	328.668	-53.192	949.526	20.36585	50.12195	30.48781	-593	169	-276	0.03188443	-0.1847896	0.04562517	-0.9812006
5	100	1555488199	343.491	-41.236	964.166	27.07317	58.29268	29.63415	-591	168	-283	0.03276218	-0.1828974	0.04474014	-0.9815668
5	100	1555488199	370.514	-25.132	976.122	32.92683	72.19512	21.58537	-589	168	-285	0.0329626	-0.1807001	0.04345836	-0.9820246
5	100	1555488199	361.12	-32.513	995.032	35.60976	80.85366	18.53659	-583	168	-287	0.03195259	-0.1781671	0.04223762	-0.9825739
5	100	1555488199	349.042	-49.41	973.499	40.4878	86.09756	15.73171	-581	168	-294	0.03207175	-0.1757561	0.04086429	-0.9830622
5	100	1555488199	359.595	-64.05	969.717	38.04878	88.53659	9.268293	-574	166	-298	0.03125858	-0.1735588	0.03985718	-0.98352
5	100	1555488199	353.617	-78.751	963.434	36.09756	83.04878	1.95122	-569	164	-305	0.03075203	-0.1720939	0.03906369	-0.9838252
5	100	1555488199	358.924	-81.191	959.469	34.63415	75	-2.804878	-565	161	-310	0.02973007	-0.1715445	0.0384228	-0.9839778
5	100	1555488199	365.146	-88.938	935.191	28.78049	69.87805	-6.585366	-559	159	-315	0.02806662	-0.1716971	0.03820917	-0.9840083
5	100	1555488199	373.93	-66.124	937.692	27.92683	57.43903	-12.31707	-555	157	-318	0.02689539	-0.1725211	0.03848384	-0.9838862
5	100	1555488199	364.414	-77.165	934.398	65.97561	13.29268	-20.2439	-552	156	-322	0.02594906	-0.1745353	0.03622547	-0.9836421
5	100	1555488199	387.899	-62.403	917.135	76.58537	-5	-14.14634	-547	152	-325	0.02515478	-0.179693	0.03295999	-0.9828486
5	100	1555488199	248.514	-81.984	973.804	60.12195	4.512195	-15.85366	-549	145	-325	0.02533422	-0.1831111	0.03125095	-0.9822688
5	100	1555488199	167.933	-151.158	1072.258	61.95122	12.56098	-22.43903	-550	141	-324	0.02455526	-0.1850032	0.03030488	-0.9819636
5	100	1555488199	126.209	-223.565	1174.616	81.82927	12.92683	-14.39024	-549	136	-325	0.02385218	-0.1863155	0.02871792	-0.9817805
5	100	1555488199	76.86	-223.016	1111.725	92.56097	24.5122	-2.195122	-549	129	-323	0.02460376	-0.1867428	0.02624592	-0.98175
5	100	1555488199	161.345	-133.163	1083.36	112.561	61.82927	7.317073	-547	124	-325	0.02642251	-0.1850642	0.02368236	-0.9820856
5	100	1555488199	224.724	-132.126	939.461	102.8049	79.63415	-5.97561	-547	117	-324	0.02710621	-0.1813715	0.0209357	-0.9828181
5	100	1555488199	254.126	-109.861	901.214	74.87805	71.95122	-14.14634	-542	109	-329	0.02760625	-0.1784112	0.01989807	-0.9833674
5	100	1555488199	301.767	-41.968	1030.778	77.68293	72.43903	-12.19512	-536	102	-332	0.02642026	-0.1769768	0.02072207	-0.9836421
5	100	1555488199	335.988	-49.166	1047.248	75.73171	84.2683	-14.5122	-533	95	-336	0.02649123	-0.1752068	0.02117985	-0.9839473
5	100	1555488199	351.482	-52.46	1010.587	69.02439	103.0488	-15.12195	-526	91	-337	0.02544924	-0.1726737	0.02197333	-0.984405
5	100	1555488199	335.195	-66.612	907.314	68.90244	115.8537	-15.2439	-523	85	-342	0.02590308	-0.1678823	0.01696829	-0.9853206
5	100	1555488199	252.052	-91.988	815.936	70.12196	105.7317	-11.21951	-512	79	-348	0.02429782	-0.1603748	0.015656	-0.9866329
5	100	1555488199	202.581	-58.804	867.054	70.2439	96.21951	-8.04878	-504	74	-352	0.02346927	-0.1473434	0.01397748	-0.9887081
5	100	1555488199	185.684	-29.402	852.353	59.02439	95.97561	-10	-496	70	-354	0.02329849	-0.1323283	0.007263405	-0.9909055
5	100	1555488199	152.012	-40.138	1070.733	72.80488	81.58537	-19.02439	-491	64	-358	0.0219129	-0.1167333	0.001922666	-0.9929197
5	100	1555488199	111.752	-23.424	1063.84	106.3415	42.92683	-16.58537	-486	59	-361	0.02084938	-0.1004059	-0.003936888	-0.9947203
5	100	1555488199	132.858	13.786	994.056	131.7073	31.09756	-6.585366	-481	52	-359	0.02177784	-0.08813746	-0.01495407	-0.9957579
5	100	1555488199	223.809	58.926	844.179	96.34147	50.4878	-9.634147	-479	43	-358	0.0223492	-0.08899198	-0.02893155	-0.9953612
5	100	1555488199	388.448	179.645	975.024	64.87805	118.7805	-8.902439	-475	35	-356	0.02205524	-0.1015351	-0.04779199	-0.9934385
5	100	1555488199	523.99	225.517	966.484	64.14634	164.2683	2.195122	-468	29	-357	0.02382717	-0.1190832	-0.06802576	-0.9902646
5	100	1555488199	656.421	251.015	839.238	44.7561	168.4146	-4.634147	-457	25	-364	0.02360349	-0.1489914	-0.08746605	-0.9846797
5	100	1555488199	648.552	274.012	788.974	52.19512	175.6098	-27.07317	-447	23	-370	0.02051798	-0.1814936	-0.1045869	-0.9775994
5	100	1555488199	526.796	316.529	797.209	71.09756	171.7073	-40.2439	-433	17	-374	0.01950529	-0.1969054	-0.1268654	-0.971984
5	100	1555488199	353.739	386.374	825.025	112.3171	183.9025	-24.7561	-422	14	-377	0.02277454	-0.1891537	-0.1537217	-0.969573
5	100	1555488199	197.579	543.571	749.385	104.3902	183.1707	5.853659	-406	7	-381	0.03368079	-0.1595203	-0.1928465	-0.9675893
5	100	1555488199	125.599	739.137	577.304	55.85366	165.6098	20.60976	-395	-3	-381	0.04606307	-0.1233558	-0.249855	-0.9592883
5	100	1555488199	245.464	797.941	428.769	14.7561	140.4878	-13.78049	-381	-9	-384	0.05289576	-0.1066012	-0.3146763	-0.9417096
5	100	1555488199	244.488	894.382	503.86	-33.53659	96.82927	-64.63415	-371	-10	-387	0.0532831	-0.09750663	-0.3690909	-0.9227271
5	100	1555488199	218.258	1013.942	1122.278	5.365854	38.17073	-99.63415	-359	-7	-388	0.04955393	-0.08737449	-0.384167	-0.9177831
5	100	1555488199	-443.226	364.536	-627.263	11.21951	-2.317073	-78.17073	-352	-8	-396	0.02905376	-0.06225776	-0.4203619	-0.9047517
5	100	1555488199	-653.005	1026.264	489.708	-377.6829	127.1951	95.85366	-351	-14	-389	0.01125433	-0.03265481	0.4689779	0.8825343
5	100	1555488199	-373.137	744.017	1843.42	-375.4878	123.4146	71.58537	-342	9	-398	0.01534206	0.07184057	-0.4013794	-0.9129612
5	100	1555488199	-702.781	688.934	1421.422	-114.8781	-74.87805	83.17073	-331	40	-414	0.02741885	0.09082308	-0.3399762	-0.9356365
5	100	1555488199	-805.627	801.296	747.86	-92.92683	-126.7073	115.3659	-329	60	-416	0.03449648	0.1332743	-0.3231605	-0.9362773
5	100	1555488199	-906.582	860.527	842.288	-162.6829	-55.2439	150	-342	69	-415	0.04373321	0.1773125	-0.319895	-0.9296854
5	100	1555488199	-964.105	919.88	876.936	-146.7073	-77.56097	176.4634	-350	81	-416	0.05668481	0.2121952	-0.3102817	-0.9249245
5	100	1555488199	-130.54	520.879	-391.681	-611.0976	-18.53659	112.561	-355	97	-417	0.08287127	0.3198645	-0.3482772	-0.877224
5	100	1555488199	-553.514	738.588	561.627	-597.8049	174.6342	147.1951	-363	126	-420	0.1131739	0.3400983	-0.3233741	-0.8757591
5	100	1555488199	-528.077	562.542	1136.064	-563.5366	141.0976	54.02439	-350	179	-426	0.142981	0.3244117	-0.2700583	-0.8951994
5	100	1555488199	-748.47	1024.617	1645.17	-204.2683	-63.41463	72.19512	-332	229	-427	0.1587719	0.2940153	-0.2327647	-0.9133275
5	100	1555488199	-936.228	828.868	836.676	-39.87805	-33.90244	149.5122	-330	258	-422	0.1673769	0.2972503	-0.2379833	-0.9093906
5	100	1555488199	-1016.077	793	971.73	-2.560976	37.56098	169.3902	-332	268	-422	0.1777305	0.3217872	-0.2328562	-0.9003571
5	100	1555488199	-964.593	662.216	993.751	30	22.80488	168.2927	-330	273	-422	0.1892929	0.3390912	-0.2235786	-0.8939787
5	100	1555488199	-706.319	538.874	1111.908	60.97561	15.48781	154.5122	-323	275	-433	0.201313	0.3409833	-0.2157964	-0.8925443
5	100	1555488199	-444.019	331.84	964.837	79.2683	16.09756	111.0976	-320	274	-425	0.2127722	0.319895	-0.2041993	-0.9003876
5	100	1555488199	-355.935	16.958	772.382	-9.512196	46.21951	99.7561	-316	269	-427	0.2273433	0.3051546	-0.166448	-0.9096652
5	100	1555488199	-237.351	-158.661	906.094	-34.2683	14.5122	128.2927	-312	269	-428	0.2499788	0.2737205	-0.1105991	-0.9221473
5	100	1555488199	-16.104	-241.865	771.894	-14.26829	-70.60976	99.2683	-307	274	-429	0.2732252	0.2141179	-0.05682547	-0.9360942
5	100	1555488199	152.866	-328.241	425.658	20.2439	-212.3171	60.73171	-306	278	-430	0.2911686	0.1251564	-0.01034577	-0.9483932
5	100	1555488199	259.372	-247.355	285.419	-102.9268	-122.6829	22.56098	-319	279	-425	0.3035944	-0.02630696	0.04544206	-0.9513535
5	100	1555488199	70.333	-385.642	857.416	-117.1951	-88.78049	114.5122	-331	283	-424	0.3093017	-0.07599109	0.07846308	-0.94467
5	100	1555488199	13.725	-588.406	1114.348	-76.46342	-142.439	178.6585	-338	293	-418	0.3195439	-0.08487198	0.1114231	-0.9371624
5	100	1555488199	12.932	-548.634	945.134	-18.17073	-35.85366	58.41463	-343	306	-415	0.3238105	-0.1031526	0.1556139	-0.9275185
5	100	1555488199	-39.65	-257.298	1018.7	-23.65854	-18.90244	32.68293	-348	307	-412	0.3252474	-0.09094516	0.1564074	-0.9281594
5	100	1555488199	-107.299	-314.211	877.241	-108.5366	-8.780488	64.87805	-348	311	-411	0.3268452	-0.06601153	0.1581469	-0.9294107
5	100	1555488199	-147.62	-356.728	889.136	-97.19512	24.7561	58.53659	-349	319	-410	0.3280045	-0.04980621	0.1733146	-0.9273049
5	100	1555488199	-291.763	-306.342	893.162	-96.34147	25.97561	74.39024	-344	330	-409	0.3286833	-0.02090518	0.1850337	-0.9259011
5	100	1555488199	-326.899	-342.393	922.015	-94.02439	2.804878	74.5122	-340	338	-408	0.330162	0.009186071	0.1974242	-0.9230018
5	100	1555488199	-230.336	-465.918	983.32	-98.78049	-37.07317	65.36585	-338	347	-405	0.3336866	0.01992859	0.2080752	-0.9192175
5	100	1555488199	-1.708	-602.192	1108.614	-95.73171	-80.2439	60.73171	-338	356	-399	0.3423396	0.0008239998	0.2202826	-0.9133885
5	100	1555488199	201.422	-735.538	1062.01	-63.41463	-88.78049	43.29268	-341	366	-397	0.3480752	-0.007446516	0.2230293	-0.9105197
5	100	1555488199	193.553	-814.106	895.724	-77.92683	-76.95122	27.92683	-346	372	-392	0.3526596	-0.01562548	0.2257149	-0.9079867
5	100	1555488199	61.976	-692.716	762.744	-107.0732	-73.53659	13.17073	-351	375	-386	0.355184	-0.02398755	0.2304147	-0.9056368
5	100	1555488199	2.257	-640.256	735.599	-127.8049	-76.70732	-8.292683	-354	384	-381	0.3565103	-0.03369243	0.2374645	-0.9029816
5	100	1555488199	-4.514	-536.678	842.593	-133.0488	-78.41463	-17.80488	-359	393	-375	0.3564477	-0.04434339	0.2451857	-0.9004791
5	100	1555488199	5.551	-478.728	944.036	-124.1463	-88.04878	-27.43903	-364	402	-368	0.3557864	-0.05536058	0.2524186	-0.8981292
5	100	1555488199	115.046	-411.689	1183.095	-84.2683	-109.7561	-35.60976	-372	411	-359	0.3551899	-0.06729332	0.257149	-0.8962066
5	100	1555488199	379.664	-445.849	1365.668	-23.04878	-112.561	-48.78049	-380	415	-352	0.3540507	-0.07876828	0.2566302	-0.8958709
5	100	1555488199	182.451	-484.584	1215.974	-3.780488	-76.21951	-60.60976	-389	418	-348	0.351851	-0.08764916	0.2538835	-0.8966948
5	100	1555488199	70.76	-490.867	1072.319	-3.414634	-28.29268	-76.58537	-398	417	-341	0.347377	-0.09305093	0.2517472	-0.8984954
5	100	1555488199	-5.49	-449.997	978.562	-3.658537	11.21951	-82.19512	-405	412	-342	0.340672	-0.09549242	0.2508316	-0.901059
5	100	1555488200	-31.049	-415.837	914.207	-4.390244	41.58537	-55.4878	-410	411	-341	0.334554	-0.09482101	0.2511978	-0.9033173
5	100	1555488200	-28.182	-346.419	872.91	8.536586	50	-13.29268	-411	409	-343	0.3310424	-0.09158605	0.2517777	-0.9047822
5	100	1555488200	-129.32	-255.529	911.584	21.70732	29.39025	17.43902	-410	408	-345	0.3308941	-0.08801538	0.251381	-0.9053011
5	100	1555488200	-183.793	-207.217	970.449	39.39024	29.14634	36.46342	-407	406	-347	0.3328939	-0.08435316	0.2495499	-0.9054232
5	100	1555488200	-276.452	-224.48	936.838	53.41463	33.17073	61.95122	-405	404	-349	0.3366339	-0.07931761	0.2468337	-0.90524
5	100	1555488200	-270.169	-218.075	1074.21	74.7561	42.92683	68.41463	-399	403	-353	0.3415544	-0.07293924	0.2430189	-0.9049653
5	100	1555488200	-155.123	-338.672	1205.482	95.73171	49.14634	51.82927	-396	400	-359	0.3458515	-0.06537065	0.2375561	-0.9053621
5	100	1555488200	137.006	-597.007	1244.278	101.7073	65.60976	13.78049	-390	397	-364	0.3476359	-0.05722221	0.2311472	-0.906888
5	100	1555488200	432.734	-646.539	1168.394	79.63415	87.68293	-20.60976	-384	390	-367	0.3459867	-0.04840236	0.2264779	-0.9092075
5	100	1555488200	467.199	-627.141	1019.859	48.78049	100.4878	-44.5122	-380	384	-376	0.3413225	-0.03967406	0.2237007	-0.9120762
5	100	1555488200	345.504	-568.093	1002.291	24.14634	110.7317	-59.7561	-376	378	-383	0.3351077	-0.0311594	0.2238533	-0.9146702
5	100	1555488200	160.125	-444.751	974.597	8.902439	108.2927	-62.31707	-372	376	-386	0.3279836	-0.02319407	0.2255013	-0.9170812
5	100	1555488200	-231.19	-276.086	742.248	-14.02439	62.92683	-29.39025	-365	373	-392	0.3224903	-0.017304	0.227485	-0.9186682
5	100	1555488200	-252.723	-120.109	1023.031	4.268293	28.41463	-24.02439	-363	371	-392	0.3198473	-0.01532029	0.2290109	-0.9192481
5	100	1555488200	-105.347	-152.866	1226.588	46.21951	18.78049	-7.317073	-361	373	-395	0.3182839	-0.01309244	0.2269051	-0.9203467
5	100	1555488200	-155.733	-198.921	1245.498	73.53659	-0.9756098	3.780488	-360	370	-396	0.3181434	-0.010712	0.221717	-0.9216895
5	100	1555488200	-255.712	-221.247	1200.236	42.92683	-18.65854	21.34146	-362	363	-398	0.3196371	-0.009918516	0.2164983	-0.9224219
5	100	1555488200	-258.579	-233.569	1210.728	7.439024	-24.7561	33.53659	-361	359	-399	0.3224537	-0.01077303	0.2140873	-0.9219947
5	100	1555488200	-214.293	-257.603	1113.006	-14.87805	-24.87805	32.56098	-363	358	-399	0.3255633	-0.01236	0.2136296	-0.9209876
5	100	1555488200	-301.157	-431.636	893.711	-63.04878	-41.46342	14.5122	-363	361	-399	0.3285811	-0.01596118	0.2158574	-0.9193396
5	100	1555488200	25.071	-399.367	992.409	-87.19512	-25.97561	-0.1219512	-366	364	-397	0.3292569	-0.02069155	0.2217475	-0.9176
5	100	1555488200	103.09	-340.502	1051.945	-61.21951	-46.58537	-10.73171	-366	371	-393	0.3293074	-0.02603229	0.2258675	-0.9164403
5	100	1555488200	-89.731	-256.139	998.753	-50.60976	-29.39025	-7.317073	-370	374	-388	0.3292521	-0.03100681	0.2290109	-0.9155248
5	100	1555488200	-66.002	-195.688	1068.354	-16.46342	-0.6097561	-5.487805	-374	379	-386	0.3289827	-0.03305155	0.2309336	-0.915067
5	100	1555488200	-38.857	-272.548	947.818	4.634147	35.4878	-0.9756098	-374	379	-382	0.3284425	-0.03173925	0.2322459	-0.9149754
5	100	1555488200	2.623	-262.849	927.261	34.14634	61.95122	4.634147	-373	380	-384	0.3275999	-0.02691733	0.2318796	-0.9155248
5	100	1555488200	81.374	-232.227	928.908	64.5122	68.78049	10.36585	-368	378	-388	0.3270565	-0.02008118	0.2297128	-0.9164403
5	100	1555488200	61.854	-317.688	927.078	86.09756	75.60976	9.512196	-362	374	-393	0.3265931	-0.01193274	0.2250435	-0.9179052
5	100	1555488200	125.965	-237.29	764.818	105.4878	87.31708	20.73171	-357	368	-399	0.3256691	-0.002136296	0.2188787	-0.9197974
5	100	1555488200	-62.22	-327.265	701.622	52.56098	60.73171	16.21951	-353	361	-404	0.3260505	0.005462813	0.2148808	-0.9205908
5	100	1555488200	183.427	-266.204	915.671	59.39024	43.17073	19.02439	-348	355	-406	0.326555	0.01156652	0.21189	-0.9210486
5	100	1555488200	122.549	-296.46	923.357	73.78049	12.80488	8.536586	-343	353	-411	0.3269981	0.01556444	0.2063662	-0.9220862
5	100	1555488200	75.579	-273.402	922.93	53.17073	8.170732	2.317073	-342	347	-412	0.3271259	0.01812799	0.2013916	-0.9230934
5	100	1555488200	14.884	-223.321	921.832	48.65854	3.658537	-2.073171	-341	342	-416	0.3269857	0.01989807	0.1972106	-0.9240089
5	100	1555488200	-28.487	-180.682	951.844	48.04878	10.60976	-7.926829	-342	339	-416	0.3263215	0.02166814	0.1933653	-0.925016
5	100	1555488200	-78.385	-131.943	961.543	52.92683	22.68293	-13.04878	-340	334	-420	0.3250317	0.02429273	0.1894894	-0.9262062
5	100	1555488200	-139.507	-88.816	966.484	53.41463	43.29268	-16.09756	-340	329	-421	0.3231272	0.02829066	0.1858882	-0.927488
5	100	1555488200	-173.911	-63.928	976.366	53.90244	65.48781	-18.65854	-337	324	-422	0.3205902	0.03402814	0.18305	-0.9287393
5	100	1555488200	-193.004	-15.494	957.273	53.90244	82.68293	-18.53659	-334	323	-424	0.3178194	0.04129154	0.1806391	-0.9298685
5	100	1555488200	-269.071	31.964	909.876	49.7561	95.12196	-15.48781	-329	315	-428	0.314618	0.04989776	0.1787164	-0.9309061
5	100	1555488200	-287.615	37.515	879.01	47.43903	101.3415	-14.7561	-323	311	-432	0.3114451	0.05905332	0.1773431	-0.9316996
5	100	1555488200	-323.239	52.643	833.443	35.97561	99.2683	-9.756098	-314	307	-436	0.3086672	0.06817835	0.1765191	-0.9321573
5	100	1555488200	-338.489	74.481	811.91	28.17073	81.70732	-0.8536586	-307	304	-444	0.3067312	0.07626575	0.1759392	-0.9322794
5	100	1555488200	-334.585	92.842	812.276	23.53659	59.63415	9.634147	-300	301	-440	0.3061936	0.08249153	0.1753594	-0.9320353
5	100	1555488200	-359.534	142.008	833.626	19.5122	42.19512	18.78049	-295	299	-439	0.3064765	0.08719138	0.1745353	-0.9316691
5	100	1555488200	-368.562	185.501	892.003	20.36585	30.36585	25.2439	-290	298	-444	0.3076435	0.09082308	0.1735588	-0.9311197
5	100	1555488200	-357.826	206.668	919.636	25.73171	24.63415	27.92683	-288	297	-444	0.3092248	0.09396649	0.1718497	-0.9306009
5	100	1555488200	-350.689	192.333	1016.321	22.43903	22.19512	27.07317	-285	296	-444	0.3108718	0.09692679	0.169866	-0.9301126
5	100	1555488200	-291.946	191.174	1056.459	18.78049	20.4878	24.14634	-284	293	-444	0.3123752	0.09945982	0.1683096	-0.9296243
5	100	1555488200	-280.234	209.352	1034.743	13.04878	24.02439	22.68293	-280	292	-448	0.3137931	0.1019013	0.1672414	-0.929075
5	100	1555488200	-298.351	205.204	988.688	8.536586	33.41463	20.85366	-279	291	-446	0.3150564	0.1048311	0.1667837	-0.9284036
5	100	1555488200	-306.769	226.188	903.898	4.390244	39.87805	20.4878	-275	290	-448	0.3159814	0.1082797	0.1669057	-0.9276711
5	100	1555488200	-328.363	246.684	890.905	1.463415	41.34146	22.07317	-272	289	-450	0.3170744	0.1119419	0.167333	-0.9267861
5	100	1555488200	-344.284	264.801	897.676	-6.097561	37.19512	27.43903	-269	290	-449	0.3184688	0.1153294	0.1681265	-0.9257485
5	100	1555488200	-353.983	258.701	905.057	-12.19512	31.34146	34.87805	-265	291	-450	0.3206139	0.1181372	0.1693167	-0.9244362
5	100	1555488200	-338.184	255.285	895.48	-17.31707	26.09756	44.2683	-262	290	-452	0.3235581	0.1205176	0.17069	-0.9228492
5	100	1555488200	-320.311	226.31	891.149	-23.78049	19.7561	54.2683	-259	294	-456	0.3275093	0.1224097	0.1721854	-0.9209266
5	100	1555488200	-283.345	191.845	946.476	-35.2439	12.92683	60.60976	-257	296	-451	0.3322202	0.1236	0.1741997	-0.9186987
5	100	1555488200	-206.241	153.72	1009.672	-34.39024	6.341464	63.90244	-252	298	-448	0.3374663	0.1242103	0.1763665	-0.9162877
5	100	1555488200	-163.297	115.168	1018.944	-28.29268	-5.243903	65.48781	-251	301	-449	0.3429489	0.1241493	0.1778619	-0.9139683
5	100	1555488200	-160.979	71.919	999.119	-25.2439	-5.487805	61.34146	-250	305	-448	0.3483151	0.1237831	0.1788079	-0.9118015
5	100	1555488200	-190.503	55.693	1005.585	-24.7561	0	57.68293	-249	307	-450	0.3532996	0.1236915	0.1798151	-0.9096957
5	100	1555488200	-206.546	60.817	1015.65	-22.80488	5.243903	53.53659	-247	310	-449	0.3578352	0.1240272	0.1809442	-0.907651
5	100	1555488200	-230.702	85.583	1027.118	-21.21951	10.60976	49.87805	-245	312	-450	0.3619838	0.1247902	0.1821039	-0.9056673
5	100	1555488200	-270.108	115.046	1020.408	-23.29268	12.80488	50.12195	-244	314	-446	0.3658833	0.1258278	0.1834468	-0.9036836
5	100	1555488200	-293.959	136.762	1004.853	-30.60976	12.56098	53.78049	-242	317	-449	0.3700873	0.1267434	0.1851863	-0.9014863
5	100	1555488200	-310.246	139.202	975.878	-34.63415	9.878049	59.2683	-239	319	-448	0.3746447	0.1273843	0.1872921	-0.8990753
5	100	1555488200	-317.627	136.457	935.74	-36.82927	5.97561	64.7561	-236	323	-447	0.379778	0.127781	0.1893979	-0.8964202
5	100	1555488200	-312.747	106.262	922.808	-33.65854	-2.195122	71.70732	-234	325	-447	0.385536	0.127781	0.191168	-0.893582
5	100	1555488200	-312.259	71.248	927.566	-33.90244	-8.658537	76.95122	-232	330	-445	0.391734	0.1274148	0.1924802	-0.8906522
5	100	1555488200	-265.716	27.389	980.331	-39.7561	-16.34146	81.09756	-230	332	-447	0.3985476	0.1264382	0.1937925	-0.8874782
5	100	1555488200	-188.673	-41.846	1014.613	-48.29268	-26.21951	80.85366	-228	335	-447	0.4056077	0.1244545	0.195349	-0.8842128
5	100	1555488200	-111.63	-96.563	1021.506	-48.04878	-31.58537	74.39024	-229	339	-444	0.4125811	0.1216773	0.1969665	-0.8810083
5	100	1555488200	-87.596	-135.054	1007.476	-41.95122	-29.87805	65.73171	-227	343	-444	0.4189119	0.1188391	0.1982788	-0.8781091
5	100	1555488200	-92.72	-145.058	983.991	-35.97561	-21.21951	53.04878	-228	346	-443	0.424163	0.1164891	0.1994385	-0.8756371
5	100	1555488200	-138.348	-108.031	983.503	-27.56098	-9.878049	41.09756	-228	353	-442	0.4281813	0.1149632	0.2005676	-0.8736228
5	100	1555488200	-178.242	-71.858	980.026	-20.2439	-1.95122	34.2683	-227	353	-442	0.4312346	0.1143529	0.2015442	-0.8719748
5	100	1555488200	-231.922	-41.663	945.012	-17.19512	0.4878049	33.41463	-227	354	-442	0.433902	0.1142003	0.2023682	-0.8704795
5	100	1555488200	-278.465	-48.861	902.068	-16.95122	1.829268	36.21951	-227	356	-441	0.4367153	0.1142613	0.2031007	-0.8688925
5	100	1555488200	-276.696	-67.832	905.972	-19.26829	0	41.21951	-225	356	-443	0.4398127	0.1142918	0.2038331	-0.8671529
